"contentId","caminho","tipo","objetivo","disciplina","assunto","interface","acao","quarentena","prioridade"
"content:src-data-apostilas-policia-comunitaria-mediacao-conflitos-js","src/data/apostilas/policia-comunitaria-mediacao-conflitos.js","apostila/módulo","Guarda Municipal","Criminologia e Segurança Pública","aproximação, confiança, corresponsabilidade e prevenção orientada ao problema","direct-ui-connection","manter e validar filtro objetivo","nao","Media"
"content:src-data-apostilas-policia-penal-base-de-estudos-js","src/data/apostilas/policia-penal-base-de-estudos.js","apostila/módulo","Polícia Penal","Direito Penal","polícia penal atua na segurança dos estabelecimentos penais e custódia legal","direct-ui-connection","manter e validar filtro objetivo","nao","Media"
"content:src-data-apostilas-portugues-avancado-js","src/data/apostilas/portugues-avancado.js","apostila/módulo","OAB","Língua Portuguesa","leitura estrat[caractere ilegivel]gica","direct-ui-connection","manter e validar filtro objetivo","nao","Media"
"content:src-data-apostilas-portugues-pmma-interpretacao-js","src/data/apostilas/portugues-pmma-interpretacao.js","apostila/módulo","Polícia Militar","Legislação Institucional PMMA","Interpreta[caractere ilegivel][caractere ilegivel]o de texto","direct-ui-connection","manter e validar filtro objetivo","nao","Media"
"content:src-data-apostilas-portugues-pmma-ortografia-morfologia-js","src/data/apostilas/portugues-pmma-ortografia-morfologia.js","apostila/módulo","Polícia Militar","Legislação Institucional PMMA","Ortografia","direct-ui-connection","manter e validar filtro objetivo","nao","Media"
"content:src-data-apostilas-portugues-pmma-sintaxe-js","src/data/apostilas/portugues-pmma-sintaxe.js","apostila/módulo","Polícia Militar","Legislação Institucional PMMA","Concord[caractere ilegivel]ncia verbal","direct-ui-connection","manter e validar filtro objetivo","nao","Media"
"content:src-data-apostilas-prf-base-de-estudos-js","src/data/apostilas/prf-base-de-estudos.js","apostila/módulo","PRF","","PRF atua na seguran[caractere ilegivel]a p[caractere ilegivel]blica e vi[caractere ilegivel]ria em rodovias e [caractere ilegivel]reas de interesse federal conforme compet[caractere ilegivel]ncia","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:src-data-apostilas-quimica-enem-js","src/data/apostilas/quimica-enem.js","apostila/módulo","ENEM","Química","Mat[caractere ilegivel]ria, propriedades e separa[caractere ilegivel][caractere ilegivel]o de misturas","direct-ui-connection","manter e validar filtro objetivo","nao","Media"
"content:src-data-apostilas-raciocinio-logico-js","src/data/apostilas/raciocinio-logico.js","apostila/módulo","","Raciocínio Lógico-Matemático","L[caractere ilegivel]gica proposicional","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:src-data-apostilas-redacao-concursos-policiais-js","src/data/apostilas/redacao-concursos-policiais.js","redação","OAB","Redação","montagem do texto dissertativo para banca policial","direct-ui-connection","manter e validar filtro objetivo","nao","Media"
"content:src-data-apostilas-redacao-enem-js","src/data/apostilas/redacao-enem.js","redação","ENEM","Redação","Compet[caractere ilegivel]ncias da reda[caractere ilegivel][caractere ilegivel]o e leitura da proposta","direct-ui-connection","manter e validar filtro objetivo","nao","Media"
"content:src-data-apostilas-redacao-js","src/data/apostilas/redacao.js","redação","","Redação","Estrutura textual","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:src-data-apostilas-regimentos-internos-tribunais-js","src/data/apostilas/regimentos-internos-tribunais.js","apostila/módulo","","","m[caractere ilegivel]todo para transformar artigos regimentais em mapa de compet[caractere ilegivel]ncia e procedimento","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:src-data-apostilas-revisao-24h-prova-js","src/data/apostilas/revisao-24h-prova.js","apostila/módulo","OAB","","Objetivo real das [caractere ilegivel]ltimas 24 horas","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:src-data-apostilas-revisao-7-dias-prova-js","src/data/apostilas/revisao-7-dias-prova.js","apostila/módulo","OAB","","Diagnóstico da semana final","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:src-data-apostilas-revisao-enem-vespera-js","src/data/apostilas/revisao-enem-vespera.js","apostila/módulo","ENEM","","Plano de revis[caractere ilegivel]o das [caractere ilegivel]ltimas 48 horas","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:src-data-apostilas-seguranca-publica-avancada-simulados-js","src/data/apostilas/seguranca-publica-avancada-simulados.js","simulado","PRF","","seguran[caractere ilegivel]a p[caractere ilegivel]blica como dever do Estado e responsabilidade de todos, com [caractere ilegivel]rg[caractere ilegivel]os e compet[caractere ilegivel]ncias distintos","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:src-data-apostilas-simulados-por-banca-js","src/data/apostilas/simulados-por-banca.js","simulado","OAB","","Por que banca muda estratégia","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:src-data-apostilas-simulados-por-concurso-js","src/data/apostilas/simulados-por-concurso.js","simulado","OAB","","Simulado PMMA","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:src-data-apostilas-simulados-por-nivel-js","src/data/apostilas/simulados-por-nivel.js","simulado","OAB","","Nível iniciante","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:src-data-apostilas-sociologia-enem-js","src/data/apostilas/sociologia-enem.js","apostila/módulo","ENEM","Sociologia","Imagina[caractere ilegivel][caractere ilegivel]o sociol[caractere ilegivel]gica e fato social","direct-ui-connection","manter e validar filtro objetivo","nao","Media"
"content:src-data-apostilas-taf-js","src/data/apostilas/taf.js","TAF","","","Teste de Aptid[caractere ilegivel]o F[caractere ilegivel]sica","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:src-data-apostilas-uso-diferenciado-da-forca-atuacao-policial-js","src/data/apostilas/uso-diferenciado-da-forca-atuacao-policial.js","apostila/módulo","Guarda Municipal","","for[caractere ilegivel]a como meio excepcional, progressivo, controlado e justific[caractere ilegivel]vel","direct-ui-connection","manter e validar filtro objetivo","sim","Media"
"content:storage-content-leis-cdc-artigos-json","storage/content/leis/cdc/artigos.json","lei/legislação","","Direito do Consumidor","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-cdc-meta-json","storage/content/leis/cdc/meta.json","lei/legislação","","Direito do Consumidor","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-cdc-texto-txt","storage/content/leis/cdc/texto.txt","lei/legislação","","Direito do Consumidor","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-cf88-artigos-json","storage/content/leis/cf88/artigos.json","lei/legislação","","Direito Constitucional","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-cf88-meta-json","storage/content/leis/cf88/meta.json","lei/legislação","","Direito Constitucional","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-cf88-texto-txt","storage/content/leis/cf88/texto.txt","lei/legislação","","Direito Constitucional","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-clt-artigos-json","storage/content/leis/clt/artigos.json","lei/legislação","","Direito do Trabalho","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-clt-meta-json","storage/content/leis/clt/meta.json","lei/legislação","","Direito do Trabalho","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-clt-texto-txt","storage/content/leis/clt/texto.txt","lei/legislação","","Direito do Trabalho","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-codigo-civil-artigos-json","storage/content/leis/codigo-civil/artigos.json","lei/legislação","","","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-codigo-civil-meta-json","storage/content/leis/codigo-civil/meta.json","lei/legislação","","Direito Civil","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-codigo-civil-texto-txt","storage/content/leis/codigo-civil/texto.txt","lei/legislação","","","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-codigo-etica-oab-artigos-json","storage/content/leis/codigo-etica-oab/artigos.json","lei/legislação","OAB","Ética Profissional","","local-only","planejar importacao/conexao","nao","Urgente"
"content:storage-content-leis-codigo-etica-oab-meta-json","storage/content/leis/codigo-etica-oab/meta.json","lei/legislação","OAB","Ética Profissional","","local-only","planejar importacao/conexao","nao","Urgente"
"content:storage-content-leis-codigo-etica-oab-texto-txt","storage/content/leis/codigo-etica-oab/texto.txt","lei/legislação","OAB","Ética Profissional","","local-only","planejar importacao/conexao","nao","Urgente"
"content:storage-content-leis-codigo-penal-artigos-json","storage/content/leis/codigo-penal/artigos.json","lei/legislação","","Direito Penal","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-codigo-penal-meta-json","storage/content/leis/codigo-penal/meta.json","lei/legislação","","Direito Penal","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-codigo-penal-texto-txt","storage/content/leis/codigo-penal/texto.txt","lei/legislação","","Direito Penal","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-cpc-artigos-json","storage/content/leis/cpc/artigos.json","lei/legislação","","Direito Processual Civil","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-cpc-meta-json","storage/content/leis/cpc/meta.json","lei/legislação","","Direito Processual Civil","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-cpc-texto-txt","storage/content/leis/cpc/texto.txt","lei/legislação","","Direito Processual Civil","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-cpp-artigos-json","storage/content/leis/cpp/artigos.json","lei/legislação","","Direito Processual Penal","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-cpp-meta-json","storage/content/leis/cpp/meta.json","lei/legislação","","Direito Processual Penal","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-cpp-texto-txt","storage/content/leis/cpp/texto.txt","lei/legislação","","Direito Processual Penal","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-ctn-artigos-json","storage/content/leis/ctn/artigos.json","lei/legislação","","Direito Tributário","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-ctn-meta-json","storage/content/leis/ctn/meta.json","lei/legislação","","Direito Tributário","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-ctn-texto-txt","storage/content/leis/ctn/texto.txt","lei/legislação","","Direito Tributário","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-estatuto-oab-artigos-json","storage/content/leis/estatuto-oab/artigos.json","lei/legislação","OAB","Ética Profissional","","local-only","planejar importacao/conexao","nao","Urgente"
"content:storage-content-leis-estatuto-oab-meta-json","storage/content/leis/estatuto-oab/meta.json","lei/legislação","OAB","Ética Profissional","","local-only","planejar importacao/conexao","nao","Urgente"
"content:storage-content-leis-estatuto-oab-texto-txt","storage/content/leis/estatuto-oab/texto.txt","lei/legislação","OAB","Ética Profissional","","local-only","planejar importacao/conexao","nao","Urgente"
"content:storage-content-leis-index-json","storage/content/leis/index.json","lei/legislação","","Direito Constitucional","","local-only","planejar importacao/conexao","sim","Urgente"
"content:storage-content-leis-regulamento-oab-artigos-json","storage/content/leis/regulamento-oab/artigos.json","lei/legislação","OAB","Ética Profissional","","local-only","planejar importacao/conexao","nao","Urgente"
